id,copetin,golosinas,facturas,preelaborados,FC_bebidas_con_azucar
78053767,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78054527,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78060712,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78063881,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78066143,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes
78066176,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78067041,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78067736,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana
78068063,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78068072,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78070174,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78070182,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78070183,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78071340,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78080383,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78088483,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78089476,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78092361,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78095041,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78097303,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78101615,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,2 a 4 veces por semana,1 vez por semana
78101900,5 a 6 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana
78103945,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78103946,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78117191,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
78124346,2 a 4 veces por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78124348,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,1 vez por semana,1 vez al dia
78124349,2 a 4 veces por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
78126140,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78126645,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,5 a 6 veces por semana,5 a 6 veces por semana
78126646,1 vez por semana,1 vez al dia,5 a 6 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana
78127242,Entre 2 y 3 veces al dia,Entre 4 y 5 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78134244,1 vez por semana,1 vez al dia,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes
78135124,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Entre 1 y 3 veces al mes,1 vez al dia
78150999,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78164250,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78164384,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78164690,1 vez por semana,2 a 4 veces por semana,1 vez al dia,1 vez por semana,1 vez al dia
78164932,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78168562,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78171176,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 4 y 5 veces al dia,2 a 4 veces por semana,1 vez por semana
78186400,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78186661,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia
78187499,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78192715,1 vez por semana,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78193639,1 vez por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78194666,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78208066,1 vez por semana,1 vez al dia,1 vez al dia,Entre 1 y 3 veces al mes,Entre 4 y 5 veces al dia
78209811,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78211461,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,2 a 4 veces por semana
78212955,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,1 vez al dia
78229005,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78235527,Entre 1 y 3 veces al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78244676,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78246323,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78246324,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78247456,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78250414,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia,2 a 4 veces por semana,1 vez por semana
78257748,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78260433,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78271391,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,1 vez por semana
78274188,2 a 4 veces por semana,6 veces o mas por dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78274542,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78280140,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78280931,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78280932,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78280933,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78284257,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78324364,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
78330699,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78336479,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78338038,Entre 1 y 3 veces al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78338864,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78338865,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78350679,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78350680,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78355969,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78357074,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78357580,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana
78357581,1 vez al dia,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
78357981,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78360783,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78364542,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78366156,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78371059,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
78371274,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78375321,2 a 4 veces por semana,1 vez por semana,5 a 6 veces por semana,2 a 4 veces por semana,1 vez al dia
78381008,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes
78381424,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78381429,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78383431,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
78384845,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,1 vez por semana,1 vez por semana
78399186,Entre 1 y 3 veces al mes,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78402733,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana
78405589,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78405590,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78405591,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78414640,Entre 1 y 3 veces al mes,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78421119,2 a 4 veces por semana,1 vez al dia,Entre 2 y 3 veces al dia,1 vez por semana,Entre 2 y 3 veces al dia
78421121,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78421497,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78426746,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78427045,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78431433,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78441100,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes
78444458,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes
78447353,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78447417,1 vez por semana,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78448795,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78451395,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana
78454544,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana
78454545,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78455788,1 vez por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78458289,1 vez por semana,1 vez al dia,Entre 2 y 3 veces al dia,Entre 1 y 3 veces al mes,Entre 4 y 5 veces al dia
78458985,1 vez por semana,5 a 6 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes
78458986,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes
78459806,Entre 1 y 3 veces al mes,1 vez al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
78464406,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78481286,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78481287,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78489906,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78491165,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
78491806,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,2 a 4 veces por semana
78504832,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78505794,1 vez por semana,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78510004,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes
78513274,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78514590,1 vez al dia,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78517465,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78517615,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78517778,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78520957,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78525111,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78528823,Entre 1 y 3 veces al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78538870,1 vez al dia,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78539114,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78541936,2 a 4 veces por semana,Entre 2 y 3 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78541938,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78554869,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 2 y 3 veces al dia
78563661,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78570512,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78573018,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78577443,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78579965,5 a 6 veces por semana,1 vez al dia,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Entre 4 y 5 veces al dia
78588121,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78591221,2 a 4 veces por semana,5 a 6 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana
78593259,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana
78594364,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
78603815,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78604023,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana
78604026,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78604027,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes
78604029,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78604128,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
78604790,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
78607512,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
78611848,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia
78612459,Nunca o menos de 1 vez al mes,1 vez al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78613332,1 vez por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78617779,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78620269,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78625658,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78625688,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78626226,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
78641930,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78641933,2 a 4 veces por semana,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Entre 2 y 3 veces al dia
78642046,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
78646831,1 vez por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
78649690,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78651821,2 a 4 veces por semana,Entre 2 y 3 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78651822,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78653426,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
78655606,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,1 vez por semana,5 a 6 veces por semana
78655877,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78665780,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78666597,1 vez al dia,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
78677608,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78683590,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,1 vez por semana,5 a 6 veces por semana
78684241,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
78687078,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana
78690542,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
78692046,1 vez por semana,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes
78697699,2 a 4 veces por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Entre 1 y 3 veces al mes,1 vez al dia
78698906,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78702894,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78704035,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana
78704248,1 vez por semana,1 vez por semana,1 vez por semana,1 vez por semana,Entre 2 y 3 veces al dia
78709626,2 a 4 veces por semana,1 vez al dia,Entre 2 y 3 veces al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
78719891,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
78722370,1 vez por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
78730773,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78732447,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana
78734099,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes
78737768,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78741512,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
78744847,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
78746739,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
78755949,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes
78755950,1 vez por semana,1 vez por semana,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana
78759333,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,6 veces o mas por dia
78760284,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
78761500,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
78765639,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
78767692,2 a 4 veces por semana,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez al dia
